4.728348583478e+06	9.883044455496e+10	-1.371499592314e+07	3.888066240255e+10	9.209804943510e-02
4.785161544042e+06	8.757629498849e+10	6.591874941985e+06	3.826595770446e+10	9.485043563892e-02
4.842657134583e+06	7.731848813931e+10	5.942737145747e+06	3.789622759170e+10	9.902058331508e-02
4.900843557169e+06	6.821113483804e+10	6.949811897574e+06	3.759662485616e+10	1.037641561897e-01
4.959729112417e+06	6.018376056275e+10	7.681855211844e+06	3.731777767841e+10	1.088951845338e-01
5.019322200680e+06	5.313672282665e+10	8.523015355770e+06	3.705129224244e+10	1.143497786796e-01
5.079631323243e+06	4.695665636983e+10	9.428346284005e+06	3.679241249079e+10	1.200888590875e-01
5.140665083541e+06	4.153867464501e+10	1.041739800577e+07	3.653834900298e+10	1.260840602934e-01
5.202432188378e+06	3.678810278168e+10	1.149385764551e+07	3.628718459382e+10	1.323121569010e-01
5.264941449177e+06	3.262091223890e+10	1.266403159588e+07	3.603758645321e+10	1.387521301483e-01
5.328201783233e+06	2.896318088195e+10	1.393359574914e+07	3.578854845349e+10	1.453834835674e-01
5.392222214985e+06	2.575022975196e+10	1.530837110837e+07	3.553927756274e+10	1.521852768306e-01
5.457011877304e+06	2.292565330987e+10	1.679403494430e+07	3.528908708319e+10	1.591355241908e-01
5.522580012798e+06	2.044031752956e+10	1.839620683534e+07	3.503735272360e+10	1.662109630597e-01
5.588935975126e+06	1.825146719461e+10	2.012030500946e+07	3.478352305892e+10	1.733869855340e-01
5.656089230336e+06	1.632190581249e+10	2.197142118628e+07	3.452706174238e+10	1.806376743028e-01
5.724049358215e+06	1.461925199533e+10	2.395434038498e+07	3.426749122713e+10	1.879360968409e-01
5.792826053654e+06	1.311532210744e+10	2.607334906726e+07	3.400439654628e+10	1.952545910742e-01
5.862429128031e+06	1.178556249559e+10	2.833215430976e+07	3.373739026721e+10	2.025651404020e-01
5.932868510615e+06	1.060856241215e+10	3.073388764380e+07	3.346619734630e+10	2.098399448564e-01
6.004154249975e+06	9.565651012785e+09	3.328086894434e+07	3.319059421482e+10	2.170518142688e-01
6.076296515419e+06	8.640517318610e+09	3.597468551677e+07	3.291045216399e+10	2.241747433728e-01
6.149305598445e+06	7.818910230385e+09	3.881610317234e+07	3.262576728901e+10	2.311844205538e-01
6.223191914204e+06	7.088369855555e+09	4.180493311448e+07	3.233658145668e+10	2.380585400829e-01
6.297966002993e+06	6.437983354072e+09	4.494025817650e+07	3.204308203923e+10	2.447772936221e-01
6.373638531751e+06	5.858202516433e+09	4.822017307707e+07	3.174551077193e+10	2.513235023993e-01
6.450220295586e+06	5.340653838928e+09	5.164205324846e+07	3.144419194385e+10	2.576828174198e-01
6.527722219316e+06	4.877998480879e+09	5.520253840703e+07	3.113954846556e+10	2.638438027441e-01
6.606155359020e+06	4.463802512520e+09	5.889747361548e+07	3.083199890936e+10	2.697977814753e-01
6.685530903624e+06	4.092415470371e+09	6.272229659879e+07	3.052206440311e+10	2.755388367073e-01
6.765860176492e+06	3.758886646075e+09	6.667172175110e+07	3.021023321581e+10	2.810634861856e-01
6.847154637042e+06	3.458861711667e+09	7.074029609924e+07	2.989704203823e+10	2.863705438815e-01
6.929425882383e+06	3.188524158248e+09	7.492203869930e+07	2.958301188763e+10	2.914607899129e-01
7.012685648967e+06	2.944516897649e+09	7.921087825424e+07	2.926864249694e+10	2.963367077569e-01
7.096945814263e+06	2.723892832278e+09	8.360053292642e+07	2.895444580775e+10	3.010022191243e-01
7.182218398454e+06	2.524060228874e+09	8.808466986584e+07	2.864085715684e+10	3.054623773484e-01
7.268515566150e+06	2.342739201231e+09	9.265692853547e+07	2.832834099749e+10	3.097231689030e-01
7.355849628123e+06	2.177924326183e+09	9.731097561852e+07	2.801726241564e+10	3.137912352029e-01
7.444233043063e+06	2.027847232057e+09	1.020406469307e+08	2.770801755251e+10	3.176737311830e-01
7.533678419358e+06	1.890951491775e+09	1.068397591222e+08	2.740090018852e+10	3.213781015823e-01
7.624198516890e+06	1.765861141296e+09	1.117024305468e+08	2.709623299212e+10	3.249119867989e-01
7.715806248855e+06	1.651363114571e+09	1.166228390086e+08	2.679424151065e+10	3.282830608710e-01
7.808514683607e+06	1.546382573828e+09	1.215954148188e+08	2.649517998044e+10	3.314989732517e-01
7.902337046520e+06	1.449969415721e+09	1.266147558575e+08	2.619921144548e+10	3.345672403911e-01
