3.020782051448e+06	1.376312793863e+11	-1.483787305448e+08	5.949078271386e+10	1.559259226649e-01	8.478343670416e+29
3.062443868600e+06	1.197027817414e+11	-1.430865311253e+08	5.870979278247e+10	1.639177336190e-01	7.370773019819e+29
3.104680274379e+06	1.028856998846e+11	-1.631042948029e+08	5.890032927018e+10	1.734214761841e-01	6.477092473670e+29
3.147499193356e+06	8.809593496496e+10	-1.834490021737e+08	5.911721313468e+10	1.845089129526e-01	5.694879794855e+29
3.190908659397e+06	7.528267575368e+10	-2.089684012251e+08	5.950050263703e+10	1.970744914951e-01	5.035960342839e+29
3.234916817170e+06	6.421632819110e+10	-2.382030145174e+08	6.000048447202e+10	2.110655838003e-01	4.478667347246e+29
3.279531923671e+06	5.475889854167e+10	-2.717507793544e+08	6.056267438338e+10	2.261665013011e-01	4.008726080850e+29
3.324762349773e+06	4.677586177945e+10	-3.094183441825e+08	6.110927908769e+10	2.418074237892e-01	3.611856108837e+29
3.370616581801e+06	4.013154131253e+10	-3.507346361297e+08	6.156459943677e+10	2.572668396066e-01	3.275614804138e+29
3.417103223117e+06	3.466704915734e+10	-3.948270492358e+08	6.187539998953e+10	2.718850797222e-01	2.989084056697e+29
3.464230995743e+06	3.020564568406e+10	-4.406443646523e+08	6.201988646659e+10	2.852174556515e-01	2.743027966653e+29
3.512008741989e+06	2.656941140248e+10	-4.871493928675e+08	6.200277435690e+10	2.970686604435e-01	2.529850746526e+29
3.560445426117e+06	2.359592620152e+10	-5.334603593990e+08	6.184417867969e+10	3.074372576553e-01	2.343455054773e+29
3.609550136023e+06	2.114748171345e+10	-5.789040800464e+08	6.156965351818e+10	3.164355540470e-01	2.179015841793e+29
3.659332084938e+06	1.911287453582e+10	-6.230102187993e+08	6.120414830896e+10	3.242246859238e-01	2.032737260103e+29
3.709800613162e+06	1.740487312732e+10	-6.654758023647e+08	6.076926100869e+10	3.309744560328e-01	1.901631252909e+29
3.760965189814e+06	1.595607424282e+10	-7.061236005804e+08	6.028245632020e+10	3.368431985669e-01	1.783332728763e+29
3.812835414605e+06	1.471462436765e+10	-7.448682232598e+08	5.975752539334e+10	3.419700806707e-01	1.675953934585e+29
3.865421019647e+06	1.364057975976e+10	-7.816847974486e+08	5.920506556964e+10	3.464736038615e-01	1.577975680416e+29
3.918731871273e+06	1.270304360229e+10	-8.165911442644e+08	5.863314362925e+10	3.504531779725e-01	1.488159933110e+29
3.972777971888e+06	1.187789052965e+10	-8.496302421718e+08	5.804795514435e+10	3.539917440965e-01	1.405491176875e+29
4.027569461851e+06	1.114617626962e+10	-8.808626972704e+08	5.745413390666e+10	3.571583605405e-01	1.329124253051e+29
4.083116621372e+06	1.049283403706e+10	-9.103570718112e+08	5.685527032994e+10	3.600107973504e-01	1.258353078009e+29
4.139429872442e+06	9.905823962008e+09	-9.381878826245e+08	5.625403994479e+10	3.625975041517e-01	1.192578745059e+29
4.196519780791e+06	9.375382665929e+09	-9.644306027827e+08	5.565250098458e+10	3.649594566329e-01	1.131292304810e+29
4.254397057869e+06	8.893577051800e+09	-9.891600851290e+08	5.505223717407e+10	3.671314511869e-01	1.074055640273e+29
4.313072562854e+06	8.453859154442e+09	-1.012450734576e+09	5.445438359448e+10	3.691433036341e-01	1.020489880523e+29
4.372557304692e+06	8.050816391180e+09	-1.034372361659e+09	5.385988055354e+10	3.710207007939e-01	9.702656795458e+28
4.432862444161e+06	7.679924406102e+09	-1.054994084696e+09	5.326936380307e+10	3.727859216917e-01	9.230934364288e+28
4.493999295965e+06	7.337364785317e+09	-1.074381280915e+09	5.268333027083e+10	3.744584204087e-01	8.787189005912e+28
4.555979330857e+06	7.019923617252e+09	-1.092594590020e+09	5.210216923224e+10	3.760552425743e-01	8.369166994939e+28
4.618814177794e+06	6.724848052224e+09	-1.109693926159e+09	5.152609005939e+10	3.775914336360e-01	7.974857501556e+28
4.682515626114e+06	6.449776036535e+09	-1.125734913765e+09	5.095528064559e+10	3.790803121974e-01	7.602470009293e+28
4.747095627751e+06	6.192684110224e+09	-1.140769067321e+09	5.038986723445e+10	3.805336942906e-01	7.250395451345e+28
4.812566299478e+06	5.951807062560e+09	-1.154847462859e+09	4.982986630775e+10	3.819621173093e-01	6.917180143494e+28
4.878939925178e+06	5.725605644608e+09	-1.168017581046e+09	4.927530161206e+10	3.833749794628e-01	6.601514731438e+28
4.946228958150e+06	5.512744455704e+09	-1.180322639514e+09	4.872617393032e+10	3.847806631834e-01	6.302211278491e+28
5.014446023445e+06	5.312041831301e+09	-1.191806033778e+09	4.818241897319e+10	3.861866676590e-01	6.018184259817e+28
5.083603920239e+06	5.122449579028e+09	-1.202508569550e+09	4.764396546219e+10	3.875996833931e-01	5.748447401805e+28
5.153715624226e+06	4.943049521395e+09	-1.212467284166e+09	4.711074481703e+10	3.890256619746e-01	5.492097790245e+28
5.224794290060e+06	4.773021643020e+09	-1.221718255167e+09	4.658267808606e+10	3.904699010150e-01	5.248306293860e+28
5.296853253820e+06	4.611628674794e+09	-1.230297048767e+09	4.605963378098e+10	3.919370871115e-01	5.016309516162e+28
5.369906035512e+06	4.458212519083e+09	-1.238236463017e+09	4.554151335050e+10	3.934313425606e-01	4.795406407144e+28
5.443966341607e+06	4.312187279527e+09	-1.245566566243e+09	4.502821080657e+10	3.949562686718e-01	4.584949567042e+28
5.519048067612e+06	4.173021274257e+09	-1.252317488010e+09	4.451960861814e+10	3.965149933772e-01	4.384338372941e+28
5.595165300677e+06	4.040229733679e+09	-1.258518712420e+09	4.401556340448e+10	3.981101935341e-01	4.193016652536e+28
5.672332322238e+06	3.913377084257e+09	-1.264197311302e+09	4.351596085550e+10	3.997441214712e-01	4.010469175472e+28
5.750563610696e+06	3.792070209435e+09	-1.269378407863e+09	4.302068017200e+10	4.014186388085e-01	3.836216901153e+28
5.829873844137e+06	3.675948830593e+09	-1.274087077620e+09	4.252959868808e+10	4.031352448457e-01	3.669812728959e+28
5.910277903079e+06	3.564680326440e+09	-1.278348453856e+09	4.204256908570e+10	4.048950922799e-01	3.510839325818e+28
5.991790873271e+06	3.457962597870e+09	-1.282185488894e+09	4.155946950190e+10	4.066990041369e-01	3.358908565829e+28
6.074428048522e+06	3.355521257800e+09	-1.285619874300e+09	4.108017195374e+10	4.085474990402e-01	3.213656651934e+28
6.158204933564e+06	3.257102612462e+09	-1.288672601762e+09	4.060456187743e+10	4.104408139360e-01	3.074743683002e+28
6.243137246972e+06	3.162471428910e+09	-1.291365139422e+09	4.013249580530e+10	4.123789159239e-01	2.941849587090e+28
6.329240924103e+06	3.071409448323e+09	-1.293717976640e+09	3.966383976227e+10	4.143615167133e-01	2.814675278680e+28
6.416532120092e+06	2.983717771289e+09	-1.295750312992e+09	3.919847344990e+10	4.163880868743e-01	2.692939574875e+28
6.505027212881e+06	2.899212277289e+09	-1.297480338280e+09	3.873627208204e+10	4.184578778327e-01	2.576378584504e+28
6.594742806294e+06	2.817721887858e+09	-1.298926177895e+09	3.827711319347e+10	4.205699345471e-01	2.464743380547e+28
6.685695733146e+06	2.739084933149e+09	-1.300106594035e+09	3.782085654635e+10	4.227231075990e-01	2.357798970709e+28
6.777903058411e+06	2.663151726327e+09	-1.301039078537e+09	3.736737275130e+10	4.249160604503e-01	2.255324733935e+28
6.871382082414e+06	2.589784183070e+09	-1.301740556660e+09	3.691653910815e+10	4.271472863360e-01	2.157111845561e+28
6.966150344085e+06	2.518853342228e+09	-1.302227019885e+09	3.646823115810e+10	4.294151236069e-01	2.062963982771e+28
7.062225624244e+06	2.450237773818e+09	-1.302516227471e+09	3.602231985690e+10	4.317177667744e-01	1.972693989468e+28
7.159625948940e+06	2.383828771773e+09	-1.302631598411e+09	3.557870044233e+10	4.340532807143e-01	1.886132655261e+28
7.258369592832e+06	2.319535840218e+09	-1.302570979142e+09	3.513733528435e+10	4.364196264931e-01	1.803131995184e+28
7.358475082620e+06	2.257204057709e+09	-1.302354775226e+09	3.469779913088e+10	4.388146554507e-01	1.723473675344e+28
7.459961200516e+06	2.196783852716e+09	-1.302015002697e+09	3.426019786620e+10	4.412359963873e-01	1.647056617186e+28
7.562846987775e+06	2.138175277866e+09	-1.301553275062e+09	3.382434313573e+10	4.436813235840e-01	1.573726692019e+28
7.667151748261e+06	2.081297659476e+09	-1.300988926127e+09	3.339011132487e+10	4.461481603315e-01	1.503352733693e+28
7.772895052073e+06	2.026070043540e+09	-1.300340254496e+09	3.295734336744e+10	4.486339448602e-01	1.435804709686e+28
7.880096739215e+06	1.972432720246e+09	-1.299613926460e+09	3.252593164175e+10	4.511359061964e-01	1.370969430950e+28
7.988776923320e+06	1.920315346137e+09	-1.298871082753e+09	3.209546040278e+10	4.536506577158e-01	1.308702630950e+28
8.098955995422e+06	1.869896709492e+09	-1.297963632834e+09	3.166615838257e+10	4.561721888729e-01	1.249014069148e+28
8.210654627783e+06	1.822142690519e+09	-1.299044057318e+09	3.123915079490e+10	4.586855477177e-01	1.192249175227e+28
8.323893777771e+06	1.774071914276e+09	-1.255337775963e+09	3.076882050278e+10	4.611208481188e-01	1.133138247098e+28
8.438694691792e+06	1.488600237540e+09	-1.897163188030e+09	2.899606396678e+10	4.632388047934e-01	8.950164834456e+27
8.555078909279e+06	3.728948022949e+08	-5.829785083952e+09	1.117706077821e+10	4.642390439302e-01	5.870036905083e+26
8.673068266727e+06	3.676015358006e+08	-5.760994030352e+09	1.108645676895e+10	4.642420841993e-01	5.735598249497e+26
8.792684901799e+06	3.596759723908e+08	-5.723205852017e+09	1.095484813857e+10	4.642464882880e-01	5.539814007638e+26
8.913951257471e+06	3.526693948231e+08	-5.680273573965e+09	1.083693021977e+10	4.642500462719e-01	5.368715914169e+26
9.036890086247e+06	3.456410461451e+08	-5.638892607480e+09	1.071949415232e+10	4.642533708555e-01	5.200345114032e+26
9.161524454430e+06	3.387948236548e+08	-5.597443136065e+09	1.060499081568e+10	4.642563703687e-01	5.038898619779e+26
9.287877746444e+06	3.320795564907e+08	-5.556301177160e+09	1.049275713694e+10	4.642591005769e-01	4.883083637366e+26
9.415973669227e+06	3.255031299163e+08	-5.515381860756e+09	1.038277293877e+10	4.642615809718e-01	4.732832224371e+26
9.545836256676e+06	3.190600075996e+08	-5.474707210361e+09	1.027490187189e+10	4.642638358062e-01	4.587836770564e+26
9.677489874156e+06	3.127478445757e+08	-5.434274000817e+09	1.016904030140e+10	4.642658854973e-01	4.447864631116e+26
9.810959223075e+06	3.065636630698e+08	-5.394084560678e+09	1.006508834658e+10	4.642677488003e-01	4.312686795542e+26
9.946269345514e+06	3.005047239504e+08	-5.354139675311e+09	9.962953797450e+09	4.642694426083e-01	4.182091001953e+26
1.008344562893e+07	2.945683260879e+08	-5.314440197060e+09	9.862550521734e+09	4.642709822300e-01	4.055878429391e+26
1.022251381091e+07	2.887518456178e+08	-5.274986745382e+09	9.763798466202e+09	4.642723815365e-01	3.933862160276e+26
1.036349998402e+07	2.830527278953e+08	-5.235779713515e+09	9.666622867166e+09	4.642736531126e-01	3.815867518327e+26
1.050643060067e+07	2.774684842328e+08	-5.196819315132e+09	9.570954316648e+09	4.642748083857e-01	3.701730339152e+26
1.065133247812e+07	2.719966860360e+08	-5.158105654949e+09	9.476728363708e+09	4.642758577413e-01	3.591295393859e+26
